id,latitude,longitude,gps_height
12035,-8.63492903,35.15225955,1916.0
17087,-4.52932783,30.03947996,1700.0
21403,-6.45914221,38.32509043,222.0
24260,-7.59098619,36.99726355,307.0
61213,-10.90565767,39.07501353,303.0
51150,-4.12136693,34.48780538,1101.0
46050,-3.491473498386449,33.244878601396124,1350.9817073170732
8394,-3.04395898,34.02685499,1302.0
40535,-5.11916882,32.51541644,
4685,-3.34484094,36.68060616,1478.0
34518,-3.78849633,30.524988899999997,1278.0
22656,-9.38366627,33.60502306,
14340,-8.47538031,38.54455262,78.0
41221,-2.58695748,31.29434857,23.0
52823,-2.62764587,36.00535576,664.0
14367,-7.6993483,37.04807438,278.0
67735,-6.91713764,37.42462233,459.0
48857,-6.52454804,37.21488948,405.25066454013825
41227,-9.27265742,35.149025,1576.0
23571,-9.03350971,34.64484018,1571.0
20414,-1.90080084,34.02922847,1414.0
54221,-8.4104921,35.21472205,1857.0
23336,-4.8382878,29.61276296,774.0
6015,-11.07946713,34.64678876,476.0
39467,-0.99901209,31.41549413,23.0
16278,-6.91038103,38.21521259,143.0
57847,-2.60677633,31.34341788,23.0
64480,-3.40924767,37.36025627,724.0
42168,-3.87274543,34.57779263,1350.9817073170732
38886,-11.41727143,34.93149395,478.0
6303,-3.72461914,33.35883351,1350.9817073170732
68805,-2.03930674,34.00467697,1201.0
6374,-6.11531263,38.40897487,273.0
69730,-3.66953235,37.65483448,1308.0
37660,-3.491473498386449,33.244878601396124,1350.9817073170732
66809,-6.14427973,37.60043852,341.0
12819,-6.63837574,38.35082683,172.0
60689,-4.47559616,37.9444131,1473.0
30332,-6.73031344,30.45420053,791.0
5240,-4.82891742,39.1080119,667.914800389484
60089,-3.3150383000000003,32.17242364,1350.9817073170732
3228,-3.34929238,37.37285829,783.0
19066,-1.42090929,30.92464427,23.0
16563,-3.45475206,32.31241817,1350.9817073170732
66844,-4.98582362,31.85494085,
39116,-5.43282821,37.57686101,667.914800389484
10507,-2.61929126,31.35314725,23.0
12715,-7.59968189,36.996369,299.0
745,-4.00517704,35.34619885,1964.0
40794,-6.65020952,32.00404249,1197.0
4474,-2.9586904,33.34559585,1199.6430517711171
6917,-6.78194414,38.85895515,102.0
21652,-9.10808285,34.70229514,1725.0
29818,-6.59433217,37.17222176,405.25066454013825
8329,-10.65218852,39.42793149,449.0
18360,-9.27879633,33.56489674,
66302,-9.25615946,35.1450205,1579.0
72188,-9.31175748,33.87967945,
39795,-7.67868589,36.97748033,244.0
17878,-2.56169053,33.36247931,1199.6430517711171
57066,-4.6289767999999984,38.42570453,1197.0
61758,-5.25328026,38.82324297,187.0
66710,-8.31375401,36.12108125,308.0
7801,-9.48240406,33.78816193,
61618,-10.84027093,35.52212189,949.0
61945,-7.78909332,31.37027033,1940.0
52454,-9.61385088,33.86082436,
56845,-3.96206365,34.87665301,1296.0
24369,-9.43342739,35.13721879,1651.0
6763,-3.34052161,36.88882065,1279.0
32143,-3.44182706,33.80914076,1350.9817073170732
27867,-9.21542409,32.85135955,
9204,-5.1415205,34.96932878,1538.0
58054,-11.40044602,36.43145877,609.0
7766,-2.65057986,33.23904504,1199.6430517711171
24385,-4.8522078,38.31161399,1190.0
35716,-5.71062938,36.3532143,
10739,-8.91110853,36.72215224,395.0
34317,-10.66745831,35.53303085,1012.0
23786,-4.11699353,35.28265201,1875.0
23877,-6.91236223,39.13204757,51.0
22993,-9.76184903,35.2905879,1492.0
12165,-3.4230040999999995,37.24858338,818.0
6403,-8.88953299,33.60463331,
32109,-7.13641734,38.83027063,294.0
43736,-4.50256152,37.97034868,1600.0
48416,-1.78618357,34.80237962,1658.0
4470,-7.49118086,31.02808597,1549.0
60744,-4.40972619,33.30177946,
65328,-9.28749736,33.85157879999999,
38126,-11.33577335,37.07282428,532.0
65868,-2.80429272,31.741551,23.0
49146,-5.96402339,35.96243564,
69001,-8.3614033,36.66956471,303.0
36235,-8.38338426,39.21869088,-4.0
6338,-3.491473498386449,33.244878601396124,1350.9817073170732
74020,-10.12547136,39.6434213,-7.0
14399,-3.25218588,36.91752620000001,1434.0
26364,-5.33069305,35.37958815,
33,-3.56536721,32.20261888,1350.9817073170732
64131,-7.94107518,36.86387024,294.0
34108,-6.08713258,35.47144977,
23935,-3.85588906,33.10508214,1350.9817073170732
43390,-6.12017504,35.82649785,
23089,-3.3425068999999996,36.65069283,1464.0
26742,-8.92424207,32.97773891,
35954,-8.47176986,31.67701864,1801.0
7720,-1.7547798,30.996924800000002,23.0
24846,-3.491473498386449,33.244878601396124,1350.9817073170732
64438,-8.02020381,36.8346598,298.0
23128,-10.49043236,35.90228237,869.0
71880,-3.30988568,36.64904394,1571.0
41624,-5.04757167,32.81458265,
71247,-9.32885912,34.61096214,2052.0
68045,-2.6205017775686352,33.09156419778647,1199.6430517711171
63221,-3.30262005,36.60002371,1485.0
1364,-2.91390287,33.35958208,1199.6430517711171
46509,-10.50505716,38.98741746,300.0
29481,-6.43132419,36.57441955,
45134,-4.3542413,32.48086427,
64578,-3.21796035,37.04158498,1225.0
63049,-11.22542044,37.292374,530.0
49647,-4.32963093,30.14808632,1390.0
67129,-2.10369258,33.07510901,1142.0
67155,-3.83221112,33.81341932,1350.9817073170732
19152,-9.16652941,34.46866119,2036.0
58337,-4.75782889,34.83550274,1530.0
114,-6.83867874,38.17085213,159.0
21819,-1.47113747,31.17371818,23.0
3352,-5.222137,39.07914573,17.0
70771,-6.98188419,39.09206155,79.0
73521,-10.45970783,36.14351464,822.0
60300,-6.31086833,37.39539038,410.0
27906,-9.09848256,32.95694829,
54264,-10.34956514,39.98987582,-5.0
22247,-4.73092101,36.027060999999996,
49408,-6.23184794,36.42558812,
66973,-5.0849529,34.81923925,1574.0
14393,-7.00955756,39.21354648,32.0
70117,-5.52337434,30.34597913,1207.0
47066,-7.96617016,39.64773032,-25.0
73817,-3.11189825,37.62391705,1330.0
3937,-9.32829279,34.68025959,2041.0
55044,-3.32878966,36.68310184,1545.0
32403,-2.68061254,32.43855484,1199.6430517711171
19038,-9.56791837,39.49358917,-17.0
29519,-2.49287925,30.59551221,23.0
66118,-2.83433873,30.82365733,23.0
21840,-3.28570965,36.666522799999996,1723.0
26238,-3.29705212,37.42762194,1483.0
19667,-4.5468616,38.2028475,1676.0
69757,-9.320673300000001,33.65986762,
10114,-8.83769097,34.56622829,1365.0
30769,-2.76994455,33.34979858,1199.6430517711171
56825,-3.63037705,37.6671224,1279.0
54589,-5.37573909,38.97358147,52.0
68195,-8.952632199999998,33.67422447,
34289,-6.64057784,38.35891972,156.0
47637,-3.491473498386449,33.244878601396124,1350.9817073170732
21378,-2.52400647,33.13377752,1199.6430517711171
6954,-3.19201829,34.12256854,1350.9817073170732
60820,-6.01293371,34.06454409,1557.0
64169,-6.89206809,39.19140838,20.0
63089,-4.72220949,29.66157439,1072.0
71609,-1.96469267,33.7665846,1223.0
62830,-8.43712675,34.96401414,1722.0
19847,-2.63917264,31.31372568,23.0
57309,-3.83894573,33.69223343,1350.9817073170732
9867,-8.10479284,35.45518108,1747.0
3339,-9.06249402,33.57789672,
17275,-8.99671178,32.78245167,
23095,-5.31581852,36.39534169,1461.0
6933,-8.70336432,34.37583919,
48375,-9.59498965,34.47342985,2216.0
30863,-8.98218533,33.27932201,
73365,-3.54325205,35.36719173,1088.0
38606,-6.12623499,34.87058672,1230.0
20184,-3.25007724,32.88574028,1199.6430517711171
22525,-4.43301711,32.25356831,
65160,-6.30415673,36.81528677,
59581,-3.69093292,37.66483244,1407.0
25304,-6.81201631,39.07995995,146.0
48916,-9.08942323,33.14339406,
36485,-1.75050997,34.69149470000001,1538.0
56817,-1.2718832,30.68871493,23.0
61848,-8.27496163,31.44412134,1645.0
54237,-8.01381771,31.671361199999996,1931.0
21495,-4.8352121,38.30239131,1306.0
71490,-3.02534969,34.24222803,1350.9817073170732
69683,-7.32784378,35.95492617,1006.0
40650,-3.89122487,35.47041283,1915.0
22328,-4.47670952,29.82484689,1562.0
50918,-3.27351027,35.8043715,1576.0
16189,-9.28266381,33.99837667,2158.0
72133,-3.47512208,37.45468039,705.0
14649,-8.87406694,33.60998729,
1498,-10.65339559,35.34569539,985.0
45986,-3.69217767,37.67834178,1278.0
5052,-3.51632462,36.95542975,915.0
30928,-3.10123847,34.06197883,1350.9817073170732
49229,-9.36156088,34.22257748,1970.0
29962,-4.4906742,38.23915265,1641.0
63932,-6.0607765,37.70904329,352.0
47448,-8.07043774,36.65258770000001,293.0
34669,-3.74142828,33.83295848,1350.9817073170732
70144,-4.89627699,39.13223619,667.914800389484
6235,-4.74956455,35.08737563,1414.0
5247,-8.80511669,34.86527247,1607.0
5315,-6.61248014,38.79694135,41.0
41319,-10.33186908,38.99710867,300.0
2253,-5.03837004,34.77534631,1536.0
43873,-5.07893318,38.70334404,151.0
42804,-9.21799863,33.62380666,
56261,-6.18270106,36.53312252,
35726,-6.12010157,38.4059458,281.0
70222,-4.39720495,30.183067200000004,1478.0
27271,-3.491473498386449,33.244878601396124,1350.9817073170732
26725,-3.36893181,36.9373096,1119.0
64998,-4.53452125,30.04778327,1723.0
52555,-3.59479893,30.50022188,1308.0
64705,-6.48693365,38.92006887,-7.0
11944,-10.56621899,38.91727278,310.0
22910,-9.12129199,33.78791524,
57026,-7.77124226,38.24188829,14.0
62979,-7.98694172,38.75188465,-9.0
72095,-8.00752583,35.44452707,1754.0
47464,-4.87702318,33.03998997,
49666,-5.20858889,32.40414677,
70315,-4.69606283,34.51421733,1441.0
1040,-6.06058498,36.96642649,1090.0
44445,-8.8537868,34.03947022,
1985,-3.61824151,37.67140342,1463.0
41341,-8.29247848,36.34901763,266.0
72301,-5.64566134,35.60704225,
69635,-10.69926827,39.31588545,549.0
40514,-4.35864011,29.9740031,1305.0
60314,-3.52275878,30.78065953,1370.0
57525,-2.68023594,30.65298928,23.0
39144,-3.12180597,36.72744396,1592.0
21997,-10.27840627,40.187237700000004,-23.0
70687,-9.23646207,34.60478575,2001.0
72267,-3.35384895,36.22518581,1498.0
74033,-2.98225741,34.01080855,1314.0
45544,-3.3048994,37.58385895,1241.0
5940,-1.78250774,34.391967,1386.0
7660,-8.81616891,32.73366149,
36642,-2.6205017775686352,33.09156419778647,1199.6430517711171
42882,-9.90240765,35.09610754,1039.0
27841,-3.62580857,33.50149508,1350.9817073170732
50459,-4.97895477,34.85770032,1586.0
2670,-1.83432759,34.70462292,1594.0
9066,-9.52968485,33.81496759,
2406,-10.75483081,37.00987028,714.0
5354,-4.22969148,33.89386599,
19401,-4.33879895,34.82302169,1498.0
51799,-7.44838258,35.47981102,732.0
49811,-5.9377225,35.97207727,
52781,-7.92878066,35.06768307,1018.0
55783,-6.20611804,36.0165845,
5395,-4.33790404,35.44987163,1595.0
70869,-9.00045315,33.07645551,
58125,-9.34411064,34.57066381,2124.0
73874,-10.17409107,38.93497255,385.0
71102,-8.86044252,34.04253561,
27281,-4.26480202,32.74758812,
58290,-3.34854687,36.70359573,1476.0
70838,-9.24557871,34.67444342,1959.0
69100,-3.76465847,33.36458751,1350.9817073170732
12262,-10.2471148,39.42526643,103.0
50112,-6.13289604,37.6197097,360.0
40787,-5.40699126,35.69661462,
69544,-3.74928942,33.1321127,1350.9817073170732
5542,-3.63797779,33.44941168,1350.9817073170732
14873,-8.99221441,32.85998303,
29908,-10.59909401,36.03850089,912.0
18847,-9.94505987,34.90027074,1373.0
18907,-10.14839728,39.57871566,13.0
42129,-4.12964749,37.94315784,674.0
5870,-6.37134006,38.58659787,220.0
15505,-2.66048393,32.9801843,1199.6430517711171
59871,-3.31815415,37.41192932,1185.0
6836,-4.45777956,29.80250714,1611.0
56726,-5.53243244,36.32640575,1255.0
61623,-1.98357857,34.04347902,1264.0
41373,-7.27986903,36.01579248,939.0
7438,-4.90402566,34.79481675,1627.0
70776,-3.26999019,37.20938179,1123.0
43142,-9.85010556,34.79327869,1367.0
64547,-3.73263257,30.42557512,1199.0
25408,-8.38544905,36.67261136,310.0
73621,-7.19581481,38.80536589,325.0
36561,-3.491473498386449,33.244878601396124,1350.9817073170732
21343,-3.12610772,34.34141832,1350.9817073170732
64803,-7.90143211,39.6752606,-35.0
43991,-5.35865556,33.14835717,
32582,-4.98421961,38.41289924,1176.0
4200,-4.39096482,37.937656200000006,1702.0
1628,-2.83607647,31.45840706,23.0
53271,-2.80289785,33.43789125,1199.6430517711171
66619,-3.22101679,37.29160163,1457.0
34839,-7.63212706,36.26643264,629.0
43313,-8.01770576,31.66700299,1919.0
8936,-4.99278101,39.015130799999994,91.0
22871,-3.491473498386449,33.244878601396124,1350.9817073170732
62669,-5.06854255,32.07605382,
42299,-1.41995485,30.91116916,23.0
19950,-11.11492742,37.31361218,580.0
69041,-5.03119466,38.54178234,298.0
18010,-4.84457757,29.97237981,1106.0
73174,-9.23891874,34.50639026,1949.0
21630,-9.38559953,34.54324894,2149.0
66959,-3.8271019999999996,33.38182557,1350.9817073170732
18272,-3.491473498386449,33.244878601396124,1350.9817073170732
21144,-3.87391413,32.69192494,1350.9817073170732
69439,-9.65936625,34.70585961,1963.0
2839,-4.83929306,34.79756759,1562.0
25728,-2.41229561,32.13457664,1199.6430517711171
70137,-3.10143899,33.63352269,1350.9817073170732
34940,-2.83707276,31.45906654,23.0
39869,-6.62896731,36.38110968,
37782,-3.52125386,32.66736311,1350.9817073170732
59073,-5.94987365,35.35576044,
71867,-1.39086755,34.401591700000004,1661.0
4718,-11.5563898,35.07143819,1268.0
69734,-4.385826799999999,37.99025098,1299.0
1406,-3.01534584,34.01927412,1302.0
43306,-9.31409499,34.53888929,2137.0
40693,-2.5779992999999997,33.34735798,1199.6430517711171
72586,-3.491473498386449,33.244878601396124,1350.9817073170732
43202,-10.85958396,35.34726591,915.0
54628,-2.9475346,34.18435946,1351.0
21225,-11.06028577,34.889770899999995,1585.0
69936,-5.37240327,34.76193111,1380.0
6499,-9.01528139,34.93762664,1652.0
38470,-10.92677771,34.89042226,1524.0
9888,-4.54683859,29.75334103,1597.0
22736,-3.08161624,37.58441503,1716.0
73389,-9.19880832,33.15471686,
34197,-4.26935154,38.04604825,540.0
26771,-6.980220399999999,39.09851362,63.0
45655,-3.18944133,30.86317257,1284.0
20938,-3.34815177,36.65782118,1445.0
26064,-4.82142066,34.89654412,1687.0
13064,-7.79350112,37.03910828,232.0
37762,-1.73911491,30.97762181,23.0
53660,-3.10454954,33.44205065,1199.6430517711171
41155,-6.7325902,38.72448564,28.0
28882,-6.89155237,39.1143289,78.0
48223,-9.3211475,34.62469063,2030.0
19154,-9.9777407,38.96810064,277.0
50138,-5.61530302,38.8834737,23.0
22044,-4.43925112,29.78300470000001,1731.0
28825,-1.94748596,33.85420192,1251.0
60372,-7.19186865,38.83483764,340.0
27819,-8.5218529,35.34050529,1997.0
9907,-8.39810704,32.90497929,
31250,-3.41695117,34.11381267,1350.9817073170732
433,-9.40936413,38.06130338,277.0
71411,-10.6555477,35.44666702,939.0
56461,-3.57040766,33.52264903,1350.9817073170732
17566,-3.32892535,36.74174155,1661.0
18902,-6.30129684,37.44584603,385.0
35829,-4.4135594000000005,35.29859636,1524.0
55459,-4.65229598,34.18776753,1146.0
22420,-8.95633141,35.88807165,257.0
64345,-4.20284797,35.53490959,1588.0
41411,-4.4297727,37.89582231,878.0
69966,-3.44182937,36.78937512,1098.0
40586,-3.3374562999999995,34.17274739,1350.9817073170732
34561,-4.23600155,37.990066999999996,1444.0
19817,-3.43336704,34.21471114,1350.9817073170732
19637,-8.97956232,33.29206775,
32982,-4.41894356,35.48568476,1677.0
11381,-2.80031503,31.35182647,23.0
21472,-3.8703461999999997,35.53708782,1757.0
45302,-4.1784732,37.92975184,1364.0
68869,-2.0113593,31.55347126,23.0
16893,-9.28128859,34.71229043,1968.0
3079,-8.88066186,34.98872479999999,1553.0
21782,-4.96949691,34.55445078,1312.0
44113,-2.9212599,33.46904043,1199.6430517711171
51030,-6.22204531,35.61001532,
32521,-3.58911753,31.96946987,1350.9817073170732
62631,-4.26366158,33.00033408,
49517,-3.06626609,37.65792067,1239.0
36385,-6.75633939,36.09423102,
40836,-3.491473498386449,33.244878601396124,1350.9817073170732
7983,-4.67467609,34.59042477,1443.0
37247,-5.73926996,34.85092448,1303.0
28635,-4.6990251,29.68868129,1110.0
63488,-4.08379573,37.75273646,848.0
71134,-6.77258621,32.01274208,1160.0
14038,-5.96019608,35.31157636,
8206,-4.99931845,39.01787617,100.0
68552,-6.97589143,39.21797915,29.0
41733,-3.30593329,36.69457478,1748.0
42714,-3.491473498386449,33.244878601396124,1350.9817073170732
64261,-6.43491392,37.53193147,329.0
16927,-3.3128105000000003,37.58361466,1200.0
39717,-3.16927904,36.95862384,1419.0
59295,-9.593634699999999,34.87725804,1760.0
73558,-5.7506254,30.64716002,1369.0
40,-7.08295779,37.57907883,1636.0
69154,-9.27183765,34.02319698,2156.0
41825,-8.26002808,36.68307633,261.0
43450,-10.61440493,36.82197184,762.0
17095,-3.56943587,37.1527412,1104.0
74161,-3.08756232,36.72928691,1459.0
16272,-8.69743162,34.37666132,
42017,-4.4337395,38.29008394,496.0
65049,-10.51540155,34.61255571,458.0
34403,-10.51358221,35.26735599,1026.0
50418,-3.07476728,33.02004898,1199.6430517711171
19816,-3.76636472,33.36240982,1350.9817073170732
65032,-8.26561331,36.68035844,265.0
68149,-6.06235648,35.5512705,
69198,-3.491473498386449,33.244878601396124,1350.9817073170732
59272,-7.61393161,39.00994509,78.0
49365,-8.56791661,33.45113205,
69691,-10.92888883,39.48136169,308.0
44970,-1.74344171,34.52257648,1374.0
1315,-1.53349978,30.84185115,23.0
41599,-3.22246087,37.13731589,1415.0
32227,-3.67539547,33.21162453,1350.9817073170732
47067,-10.85613262,37.57333789,427.0
33450,-1.27460797,34.04928309,1301.0
28632,-3.34281485,37.47851686,1166.0
13868,-6.78138359,37.13536636,442.0
37748,-7.55214443,37.04308673,334.0
43455,-8.10002874,35.67286343,1779.0
69963,-3.61155599,37.46175359,684.0
5271,-10.94000425,34.98708465,1283.0
62150,-8.85592017,34.02154897,
10752,-5.07025849,31.75037949,
16443,-4.75917556,34.56609125,1501.0
17357,-8.54185666,39.03910404,185.0
52461,-10.7968769,36.95978333,761.0
37682,-3.2998352999999994,37.46751756,1590.0
20279,-7.7480886,31.35419274,1916.0
16852,-3.81853823,33.48647576,1350.9817073170732
29098,-2.9270369,30.90988592,1346.0
61199,-4.41749082,37.95802138,1714.0
69005,-7.09984523,39.43075271,-16.0
2131,-7.96410835,35.37638059,1698.0
59345,-9.05060187,34.637482899999995,1652.0
25352,-3.84022838,32.33557737,1350.9817073170732
1868,-2.05464783,33.3889881,1162.0
34187,-5.70599115,30.48123124,1349.0
6828,-7.93021475,35.34306820000001,1798.0
63519,-4.0790038,35.36672268,1932.0
9634,-3.68589688,33.9653611,1350.9817073170732
36253,-1.46600733,31.74645654,23.0
12446,-4.13755486,35.86543271,1183.0
49284,-7.97443468,39.74427315,-20.0
61546,-11.20874212,37.45595132,459.0
42515,-2.6205017775686352,33.09156419778647,1199.6430517711171
37732,-9.31055481,33.65423918,
24032,-8.77816815,34.64396884,1325.0
48096,-4.89383968,33.17361806,
60045,-8.28337179,35.43219818,1855.0
4574,-8.84814377,39.47087621,-27.0
50443,-3.15153256,37.59124741,1612.0
53483,-4.76496675,35.94543947,
20977,-7.15462424,38.99717866,95.0
35995,-6.84389999,37.82793793,410.0
32085,-3.33019029,36.74812104,1649.0
18875,-3.29077828,37.60274724,1348.0
37514,-4.13778654,35.87055065,1180.0
36490,-2.72519851,33.75689474,1199.6430517711171
64994,-3.29072639,33.58615279,1350.9817073170732
11391,-3.2179577999999998,36.42543988,1821.0
39697,-7.05057454,37.76396087,281.0
34249,-5.42839416,36.43294235,1465.0
31486,-1.3072676,30.93323097,23.0
48144,-4.01288216,32.52131426,1350.9817073170732
7518,-8.69543378,35.02444091,1726.0
32602,-3.48735751,36.81702491,998.0
72599,-2.74579233,33.383156,1199.6430517711171
73379,-9.54020521,33.83583873,
5239,-3.54796745,30.51765176,1247.0
10567,-5.69177506,30.32632475,1114.0
8167,-6.78277459,37.13834845,437.0
20433,-3.39619078,36.80672436,1208.0
48511,-3.31098302,35.7418101,1583.0
36748,-6.30645347,37.44259594,380.0
32691,-10.59028621,35.72596473,1089.0
21107,-2.46524583,32.92488627,1171.0
45396,-4.27552938,34.75841803,1567.0
60343,-6.63966019,38.39734694,159.0
37700,-3.21266536,37.15684787,1481.0
57839,-8.88022133,33.05875618,
22645,-1.21230203,34.20932797,1361.0
43338,-10.42166877,37.92389218,402.0
9007,-2.90094121,34.11619514,1346.0
62671,-5.08453516,32.79280417,
6565,-3.29725589,37.62007979,1224.0
25645,-4.76681833,39.16813165,667.914800389484
374,-4.14732867,37.84627718,971.0
30776,-2.97412787,31.66408901,23.0
60709,-2.57348232,32.78914048,1199.6430517711171
27694,-3.24493659,36.91482845,1431.0
14107,-5.00470518,35.93513295,
5295,-5.1471588,38.39615592,667.914800389484
55380,-1.77146018,34.40616249,1365.0
38030,-10.75759115,35.64834153,1210.0
25724,-6.91695262,39.48841995,-12.0
20270,-4.31621244,30.32039949,1245.0
21791,-2.97098538,31.37842891,23.0
62273,-3.21907631,37.28179081,1421.0
64141,-3.94942484,30.60868879,1282.0
61853,-7.85428999,36.89052873,290.0
65173,-3.491473498386449,33.244878601396124,1350.9817073170732
26741,-7.95626968,31.315000599999998,1708.0
49112,-6.34561637,38.83846792,-28.0
44892,-4.1387758,35.04646664,1746.0
43687,-8.96644606,33.95499732,2090.0
52756,-2.74451986,30.55808753,23.0
35229,-10.97184389,39.40564665,349.0
43732,-4.4836218,38.23641817,1631.0
9224,-1.61367632,34.02218707,1285.0
3768,-7.91784175,39.6645249,15.0
72900,-4.30244576,38.00472496,1329.0
30616,-1.10756563,30.672305699999995,23.0
69448,-3.22468316,37.62502701,1316.0
65455,-2.96951144,34.2444701,1377.0
34524,-10.74603861,35.65580296,1242.0
64359,-8.45873358,35.01118809,1776.0
60399,-8.72910961,33.80488498,
71815,-3.67416982,37.38080906,665.0
44855,-9.21198462,34.10351589,2303.0
45703,-5.42372508,38.97709422,-20.0
34370,-3.25396887,36.91967832,1446.0
14567,-9.168783900000001,33.54061353,
46268,-3.2217387000000004,37.29307888,1415.0
70174,-2.54930937,30.53410683,23.0
66104,-8.36821096,31.717681300000002,1780.0
34066,-4.79230023,29.72886092,965.0
66289,-10.17193129,38.924396200000004,358.0
60434,-1.48821823,31.43610312,23.0
52253,-3.78212601,37.61099915,949.0
7341,-10.84129831,39.45254171,413.0
63055,-3.18437139,37.6567244,1106.0
69120,-3.21066468,37.60360227,1477.0
29555,-3.41730712,36.75878755,1282.0
73401,-10.78580246,39.00596441,344.0
56480,-3.99230034,33.710675200000004,
22632,-6.71863207,39.18047493,85.0
30017,-4.86374878,29.73985918,801.0
66073,-6.45107847,36.64113983,
47256,-3.74889492,37.62841347,1437.0
53016,-9.52389884,34.86490266,1976.0
60917,-2.95362847,34.03516144,1337.0
54,-1.8288033,34.60465222,1517.0
22300,-10.8377838,39.13450363,404.0
48844,-3.91018934,33.05907875,1350.9817073170732
72207,-4.6538069,38.25346278,1768.0
41525,-4.69981363,32.84589701,
43694,-6.73827566,30.40488729,769.0
72305,-4.91495349,32.09638414,
5435,-4.10986456,33.04182248,
23406,-3.41461276,37.51615893,771.0
10841,-8.86920793,34.96058829,1576.0
42622,-4.72577437,29.66481622,1079.0
11293,-4.28395049,35.84280414,1322.0
38230,-9.23642371,33.94936495,2388.0
26236,-4.73093193,34.71254247,1487.0
49793,-3.24363323,32.51018054,1350.9817073170732
8382,-4.66551652,30.06279262,1277.0
31761,-3.81923701,37.47886658,680.0
10380,-7.73014015,36.92744333,275.0
47307,-3.56810211,37.2938661,712.0
1982,-4.35702706,37.8232213,658.0
70318,-6.9749775,39.28894325,43.0
70996,-3.40245289,36.93056253,1094.0
63272,-4.83171821,33.69730668,
23847,-4.17572701,30.23028908,1274.0
9542,-3.491473498386449,33.244878601396124,1350.9817073170732
20128,-5.61179557,30.41998634,1378.0
14362,-9.97236247,34.62425319,1329.0
55295,-3.491473498386449,33.244878601396124,1350.9817073170732
48143,-3.62893323,30.71693697,1380.0
21655,-2.46031894,33.12969335,1199.6430517711171
67007,-7.757009599999999,35.56219321,1468.0
6522,-9.299096400000002,33.90375161,
49877,-9.65205881,34.80688911,1817.0
35543,-3.29635945,36.97902051,1138.0
2013,-2.73129936,31.49252129,23.0
45322,-2.93573081,33.65078385,1350.9817073170732
18634,-2.58912198,32.497333399999995,1199.6430517711171
15503,-8.48795362,31.503633,1776.0
58051,-4.37983431,32.38515789,
51591,-6.39200155,31.25340623,1097.0
70928,-9.45440139,33.83097914,
34629,-2.66447025,30.47347416,23.0
69221,-2.57182751,33.35511634,1199.6430517711171
9897,-6.64587073,36.28367955,
60603,-5.27306466,32.71780636,
29618,-6.90141566,37.8815016,343.0
45704,-9.06151724,34.8938952,1723.0
64275,-4.64159074,34.67406208,1422.0
65320,-8.16934534,31.35001241,1701.0
58074,-9.46146638,34.22472598,2027.0
59910,-4.76327296,30.21305259,1104.0
43459,-9.89174199,34.505050399999995,1758.0
33078,-10.72023834,35.3808066,960.0
60642,-4.78561992,38.63549862,334.0
62302,-4.48781663,35.50077608,1571.0
16703,-4.28175279,30.41812469,1159.0
